Name,SKU,Brand,Title_link,Img,Price,product-attribute
Cerveza Lager Lata,(Ref: 380094),Stella Artois,https://www.lider.cl/supermercado/product/Stella-Artois-Cerveza-Lager-Lata/260878,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/260878a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$5.690,12 Un 354 cc c/u
Pack Cerveza Royal Guard Amber Ale 6 Latas,(Ref: 728504),Royal Guard,https://www.lider.cl/supermercado/product/Royal-Guard-Pack-Cerveza-Royal-Guard-Amber-Ale-6-Latas/1060499,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1060499a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$5.490,6 u
Pack Cervezas 6 Botellas,(Ref: 392665),Miller,https://www.lider.cl/supermercado/product/Miller-Pack-Cervezas-6-Botellas/274794,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/274794a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$6.790,355 cc
Cerveza Golden Lata,(Ref: 720113),Cusqueña,https://www.lider.cl/supermercado/product/Cusqueña-Cerveza-Golden-Lata/626768,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/626768a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$2.990,6 Un 354 cc c/u
Cerveza Lager Botellin,(Ref: 730944),Corona,https://www.lider.cl/supermercado/product/Corona-Cerveza-Lager-Botellin/384442,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/384442a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$11.690,12 Un 330 cc c/u
Pack Cerveza Kross Golden Ale 4 Botellas,(Ref: 327582),Kross,https://www.lider.cl/supermercado/product/Kross-Pack-Cerveza-Kross-Golden-Ale-4-Botellas/274744,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/274744a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$4.350,330 cc
Cerveza Cero Lata,(Ref: 709678),Heineken,https://www.lider.cl/supermercado/product/Heineken-Cerveza-Cero-Lata/1026957,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1026957a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$890,350 cc
Pack Cervezas 4.6G 330 cc c/u Botella,(Ref: 750913),Imperial,https://www.lider.cl/supermercado/product/Imperial-Pack-Cervezas-4-6G-330-cc-c-u-Botella/1100399,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1100399a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$3.090,6 un
Pack cerveza Estrella Damm botella,(Ref: 471811),Damm,https://www.lider.cl/supermercado/product/Damm-Pack-cerveza-Estrella-Damm-botella/937889,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/937889a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$5.750,330 cc
Pack Cerveza Lager (6 Latas 350cc c/u),(Ref: 266797),Royal Guard,https://www.lider.cl/supermercado/product/Royal-Guard-Pack-Cerveza-Lager-6-Latas-350cc-c-u-/304423,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/304423a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$4.690,6 Un
Cerveza Artesanal Bock Chocolate Naranja 5° G Botella,(Ref: 562262),Volcanes Del Sur,https://www.lider.cl/supermercado/product/Volcanes-Del-Sur-Cerveza-Artesanal-Bock-Chocolate-Naranja-5-G-Botella/771572,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/771572a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.550,350 cc
,,,,,,
Cerveza Lager Lata,(Ref: 262895),Stella Artois,https://www.lider.cl/supermercado/product/Stella-Artois-Cerveza-Lager-Lata/299185,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/299185a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$4.990,6 Un 354 cc c/u
Cerveza Belgian Witbier Botella,(Ref: 606033),Hoegaarden,https://www.lider.cl/supermercado/product/Hoegaarden-Cerveza-Belgian-Witbier-Botella/849190,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/849190a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.250,330 cc
Cerveza Lager Botellin,(Ref: 801146),Budweiser,https://www.lider.cl/supermercado/product/Budweiser-Cerveza-Lager-Botellin/304209,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/304209a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$4.990,6 Un 355 cc c/u
Cerveza Artesanal Summer Lúcuma 4° G Botella,(Ref: 562261),Volcanes Del Sur,https://www.lider.cl/supermercado/product/Volcanes-Del-Sur-Cerveza-Artesanal-Summer-Lúcuma-4-G-Botella/771570,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/771570a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.550,350 cc
Cerveza Artesanal Bock Chocolate 5° G Botella,(Ref: 387523),Volcanes Del Sur,https://www.lider.cl/supermercado/product/Volcanes-Del-Sur-Cerveza-Artesanal-Bock-Chocolate-5-G-Botella/479015,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/479015a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.250,350 cc
Cerveza Kross 5 Aniversario Botella,(Ref: 735494),Kross,https://www.lider.cl/supermercado/product/Kross-Cerveza-Kross-5-Aniversario-Botella/289357,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/289357a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$3.840,750 cc
Cerveza Lager Lata,(Ref: 268488),Becker,https://www.lider.cl/supermercado/product/Becker-Cerveza-Lager-Lata/307633,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/307633a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$2.190,6 Un 354 cc c/u
Cerveza sin Alcohol Classic Lata,(Ref: 544789),Clausthaler,https://www.lider.cl/supermercado/product/Clausthaler-Cerveza-sin-Alcohol-Classic-Lata/740890,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/740890a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.290,500 ml
Cerveza sin Alcohol Sabor Limón Botella,(Ref: 393560),Clausthaler,https://www.lider.cl/supermercado/product/Clausthaler-Cerveza-sin-Alcohol-Sabor-Limón-Botella/489250,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/489250a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.550,330 ml
Cerveza Lager Botellin,(Ref: 476242),Modelo,https://www.lider.cl/supermercado/product/Modelo-Cerveza-Lager-Botellin/622543,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/622543a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.190,355 cc
Cerveza Ale Ámbar Botella,(Ref: 253203),Del Puerto,https://www.lider.cl/supermercado/product/Del-Puerto-Cerveza-Ale-Ámbar-Botella/285523,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/285523a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.190,330 cc
Cerveza Ale Gran Torobayo Botella,(Ref: 246955),Kunstmann,https://www.lider.cl/supermercado/product/Kunstmann-Cerveza-Ale-Gran-Torobayo-Botella/276334,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/276334a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$2.750,500 cc
Cerveza Negra Botellin,(Ref: 624638),Modelo,https://www.lider.cl/supermercado/product/Modelo-Cerveza-Negra-Botellin/880289,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/880289a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.190,355 cc
Cerveza Lager Porter Stout Botella,(Ref: 253212),Del Puerto,https://www.lider.cl/supermercado/product/Del-Puerto-Cerveza-Lager-Porter-Stout-Botella/285541,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/285541a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.190,330 cc
Cerveza Artesanal Hoppy IPA 6° G Botella,(Ref: 708298),Volcanes Del Sur,https://www.lider.cl/supermercado/product/Volcanes-Del-Sur-Cerveza-Artesanal-Hoppy-IPA-6-G-Botella/1024542,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1024542a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.550,350 cc
Cerveza Inedit Damm Botella,(Ref: 658304),Damm,https://www.lider.cl/supermercado/product/Damm-Cerveza-Inedit-Damm-Botella/937887,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/937887a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.390,330 cc
Cerveza Lager Lata,(Ref: 801151),Budweiser,https://www.lider.cl/supermercado/product/Budweiser-Cerveza-Lager-Lata/804232,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/804232a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$2.890,6 Un 354 cc c/u
"Cerveza Artesanal Doppel Bock 6,5° G Botella",(Ref: 387527),Volcanes Del Sur,https://www.lider.cl/supermercado/product/Volcanes-Del-Sur-Cerveza-Artesanal-Doppel-Bock-6-5-G-Botella/479023,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/479023a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.250,350 cc
Pack Cerveza Kross Stout 4 Botellas,(Ref: 327600),Kross,https://www.lider.cl/supermercado/product/Kross-Pack-Cerveza-Kross-Stout-4-Botellas/274758,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/274758a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$5.490,330 cc
Caja Cervezas Botella 5G 330 cc c/u,(Ref: 748948),Estrella Damm,https://www.lider.cl/supermercado/product/Estrella-Damm-Caja-Cervezas-Botella-5G-330-cc-c-u/1096799,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1096799a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$21.890,24 un
Pack Cerveza Kross Malbock 4 Botellas,(Ref: 690673),Kross,https://www.lider.cl/supermercado/product/Kross-Pack-Cerveza-Kross-Malbock-4-Botellas/571229,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/571229a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$5.190,330 cc
Pack Cervezas Lager 6 Latas,(Ref: 363590),Escudo,https://www.lider.cl/supermercado/product/Escudo-Pack-Cervezas-Lager-6-Latas/310123,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/310123a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$3.390,6 Latas 350cc c/u
"Cerveza Artesanal Premium Lager 4,6° G Botella",(Ref: 387526),Volcanes Del Sur,https://www.lider.cl/supermercado/product/Volcanes-Del-Sur-Cerveza-Artesanal-Premium-Lager-4-6-G-Botella/479021,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/479021a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.250,350 cc
Pack Cerveza Lager 6 Latas,(Ref: 363574),Cristal,https://www.lider.cl/supermercado/product/Cristal-Pack-Cerveza-Lager-6-Latas/310085,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/310085a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$3.590,6 Latas 350 cc c/u
Pack Cerveza Bock 4 Botellas,(Ref: 350233),Kunstmann,https://www.lider.cl/supermercado/product/Kunstmann-Pack-Cerveza-Bock-4-Botellas/269620,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/269620a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$5.790,4 Botellas 330 cc c/u
Pack Cerveza Pils Lager 4 Botellas,(Ref: 327580),Kross,https://www.lider.cl/supermercado/product/Kross-Pack-Cerveza-Pils-Lager-4-Botellas/274774,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/274774a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$5.090,330 cc
Cerveza Light Botellin,(Ref: 461676),Corona,https://www.lider.cl/supermercado/product/Corona-Cerveza-Light-Botellin/304229,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/304229a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$5.990,6 Un 355 cc c/u
Cerveza Negra Dunkel Botella,(Ref: 682191),Mahou,https://www.lider.cl/supermercado/product/Mahou-Cerveza-Negra-Dunkel-Botella/979826,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/979826a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.290,330 cc
Cerveza Lager Botella,(Ref: 813768),Stella Artois,https://www.lider.cl/supermercado/product/Stella-Artois-Cerveza-Lager-Botella/1129196,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1129196a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.000,975 cc
Cerveza Pale Ale Botella,(Ref: 253183),Del Puerto,https://www.lider.cl/supermercado/product/Del-Puerto-Cerveza-Pale-Ale-Botella/285483,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/285483a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.190,330 cc
Cerveza Lager Lata,(Ref: 664791),Stella Artois,https://www.lider.cl/supermercado/product/Stella-Artois-Cerveza-Lager-Lata/949569,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/949569a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$5.890,6 Un 473 cc c/u
Cerveza de Trigo Premium Hefeweizen Lata,(Ref: 558313),Schofferhofer,https://www.lider.cl/supermercado/product/Schofferhofer-Cerveza-de-Trigo-Premium-Hefeweizen-Lata/764725,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/764725a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.290,500 cc
Cerveza Torres del Paine Botella,(Ref: 705852),Austral,https://www.lider.cl/supermercado/product/Austral-Cerveza-Torres-del-Paine-Botella/1020264,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1020264a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$5.590,4 botellas 330 c/u
Pack Cerveza Cero Alcohol 4 botellas,(Ref: 477480),Mestra,https://www.lider.cl/supermercado/product/Mestra-Pack-Cerveza-Cero-Alcohol-4-botellas/624509,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/624509a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$3.850,330 ml
Cerveza Mahou Clásica Lata,(Ref: 705419),Mahou,https://www.lider.cl/supermercado/product/Mahou-Cerveza-Mahou-Clásica-Lata/716506,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/716506a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$850,500 cc
Cerveza Artesanal Sin Filtrar Lager 5° G Botella,(Ref: 708299),Volcanes Del Sur,https://www.lider.cl/supermercado/product/Volcanes-Del-Sur-Cerveza-Artesanal-Sin-Filtrar-Lager-5-G-Botella/1024544,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1024544a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.550,350 cc
Pack Cerveza Reserva Roja Botella,(Ref: 669514),Alhambra,https://www.lider.cl/supermercado/product/Alhambra-Pack-Cerveza-Reserva-Roja-Botella/958173,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/958173a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$5.990,4 x 330 cc
Cerveza Light Lager Lata,(Ref: 751057),Budlight,https://www.lider.cl/supermercado/product/Budlight-Cerveza-Light-Lager-Lata/1100671,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1100671a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$8.390,12 Un 355 cc c/u
Pack Cervezas 5 Estrellas Sin Gluten 6 Botellas,(Ref: 623693),Mahou,https://www.lider.cl/supermercado/product/Mahou-Pack-Cervezas-5-Estrellas-Sin-Gluten-6-Botellas/878597,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/878597a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$8.050,330 cc
"Cerveza Artesanal Strong Lager 6,5° G Botella",(Ref: 639903),Volcanes Del Sur,https://www.lider.cl/supermercado/product/Volcanes-Del-Sur-Cerveza-Artesanal-Strong-Lager-6-5-G-Botella/905844,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/905844a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.350,350 cc
Cerveza Voll Damm Doble Malta Botella,(Ref: 562258),Damm,https://www.lider.cl/supermercado/product/Damm-Cerveza-Voll-Damm-Doble-Malta-Botella/771564,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/771564a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.190,330 cc
Cerveza Imperial Stout Botella,(Ref: 555623),Quimera,https://www.lider.cl/supermercado/product/Quimera-Cerveza-Imperial-Stout-Botella/760136,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/760136a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]",$1.190,330 cc
