Nombre,Brand,Link,price-label,price-verde,price-gris,price-rojo,SKU,Descripcion,Img
Arroz grado 1 grano largo y ancho 3 kg,Cuisine & Co,https://www.jumbo.cl/arroz-g1-largo-ancho-c-and-co-3-kg-1888810/p,(Normal),,$3.499,,Código: 1888810,"Sabemos que un buen producto también puede tener un mejor precio, es por esto que te invitamos a descubrir nuestra nueva marca, creada especialmente para esos incansables buscadores del sabor y que valoran la calidad y la innovación, sin tener que pagar de más. Navega en nuestro sitio web y sorpréndete con la fantástica y extensa variedad de productos Cuisine & Co.",https://jumbo.vtexassets.com/arquivos/ids/453429-750-750?width=750&height=750&aspect=true
Sopa mixta bolsa 270 g,Martini,https://www.jumbo.cl/sopa-mixta-martini-bolsa-270-g-2/p,(Normal),,$1.099,,Código: 267513,"Sopa mixta de arvejas, lentejas y porotos 100% naturales. Con fibra, carbohidratos, hierro, vitaminas y ácido fólico, siendo una rica fuente de nutrientes y minerales para el cuerpo.",https://jumbo.vtexassets.com/arquivos/ids/291774-750-750?width=750&height=750&aspect=true
Semillas de Amapola La Fuente Natural Bolsa 125 g,La Fuente Natural,https://www.jumbo.cl/semillas-de-amapola-la-fuente-natural-bolsa-125-g/p,(Normal),,$2.629,,Código: 272592,"Semillas que provienen de la amapola, que aportan increíbles beneficios nutricionales y propiedades tanto curativas como medicinales cuando son consumidas regularmente. Presentan un tamaño ciertamente pequeño, de color negro y sabor muy parecido al de las nueces.",https://jumbo.vtexassets.com/arquivos/ids/456185-750-750?width=750&height=750&aspect=true
Porotos blancos 1 kg,Iansa Agro,https://www.jumbo.cl/poroto-blanco-iansagro-1883622/p,(Ref.),$2.345,,,Código: 1883622,Porotos Blancos son seleccionados manualmente para darte la mejor calidad y viene en su amigable envase 100% reciclable. Te los recomendamos para preparar unos deliciosos  champiñones rellenos. Formato 1 kg.,https://jumbo.vtexassets.com/arquivos/ids/470682-750-750?width=750&height=750&aspect=true
"Arroz Miraflores 1 kg, grado 2, grano largo laminado",Miraflores,https://www.jumbo.cl/arroz-miraflores-1-kg-grado-2-grano-largo-laminado/p,(Normal),,$1.399,,Código: 506470,"Arroz Miraflores 1 kg, grado 2, grano largo laminado
En Miraflores tenemos variadas opciones de arroz para que puedas preparar lo que quieras cuando quieras, conoce toda la variedad disponible para disfrutar del mejor arroz.
Arroz de grano largo y ancho
Disfruta del arroz más rico y consumido en Chile. Se caracteriza por su longitud, consistencia y sabor, siendo un acompañamiento ideal para todo tipo de preparaciones.
Arroz integral
Miraflores tiene para ti una nutritiva línea de arroz. Se trata del arroz Integral Miraflores, una rica manera de alimentarse saludablemente. Este arroz tiene un exquisito sabor y requiere menos tiempos de preparación, perfecto para aquellos que buscan una alimentación sana.
Arroz pregraneados
Miraflores pregraneado es de granos firmes, lo cual lo hace perfecto para cocinar de forma simple y fácil. No requiere sofreír, por lo que es de rápida cocción, pero su principal ventaja es que queda siempre graneado y exquisito
Arroz preparados
Disfruta de todo el sabor de nuestros productos preparados y experimenta la versatilidad que puedes aportar a tus preparaciones con las diferentes variedades disponibles.",https://jumbo.vtexassets.com/arquivos/ids/453196-750-750?width=750&height=750&aspect=true
Quinoa con arroz y lentejas 400 g,Banquete,https://www.jumbo.cl/quinoa-banquete-con-arroz-y-lentejas-400-g/p,(Normal),,$3.190,,Código: 1686061,"Deliciosa Quinoa con arroz y lentejas 400 g, perfecta para tus preparaciones favoritas. Banquete te simplifica la vida y le da sabor a tus comidas.",https://jumbo.vtexassets.com/arquivos/ids/458998-750-750?width=750&height=750&aspect=true
Risotto Inverni funghi porcini 175 g,Inverni,https://www.jumbo.cl/arroz-especial-riso-inverni-175-g-en-caja-risotto-pronto-al-azafran-2/p,(Normal),,$2.499,,Código: 1141381,Producto: Arroz RissotoContenido: 175 gSabor: Funghi,https://jumbo.vtexassets.com/arquivos/ids/180418-750-750?width=750&height=750&aspect=true
Arroz grado 2 grano largo 3 kg,Tucapel,https://www.jumbo.cl/arroz-grado-2-tucapel-gran-seleccion-3-kg/p,(Normal),,$3.549,,Código: 1670111,"Arroz grado 2 de grano largo y ancho, seleccionado de la mejor forma y con toda la calidad que acostumbra Tucapel. Contiene 3 kg.",https://jumbo.vtexassets.com/arquivos/ids/458987-750-750?width=750&height=750&aspect=true
Arroz Paella grano corto 400 g,Miraflores,https://www.jumbo.cl/arroz-paella-grano-corto-miraflores-400g-1871481/p,(Normal),,$1.199,,Código: 1871481,"Delicioso Arroz paella grano corto 400 g, especial para tus preparaciones favoritas. De increíble sabor, ideal para compartir una rica comida.",https://jumbo.vtexassets.com/arquivos/ids/453056-750-750?width=750&height=750&aspect=true
Arroz integral grado 1 de 1 kg,Iansa Agro,https://www.jumbo.cl/arroz-iansa-agro-integral-1kg-1895406/p,(Ref.),$1.274,,,Código: 1895406,"Arroz Integral Grado 1 de grano largo ancho, es el complemento perfecto para disfrutar tus mejores comidas con tus seres queridos de una manera saludable y nutritiva. Es un producto nacional y de calidad, que viene en su amigable envase 100% reciclable. Formato 1 kg.",https://jumbo.vtexassets.com/arquivos/ids/470697-750-750?width=750&height=750&aspect=true
Arroz basmati 500 g,Bio zentrale,https://www.jumbo.cl/arroz-basmati-500-g/p,(Normal),,$4.999,,Código: 1842596,Este arroz blanco es un cereal tradicional y original en su sabor. Cultivado 100% por productores Fairtrade. Ideal para acompañar coloridas creaciones de curry o comidas tradicionales.,https://jumbo.vtexassets.com/arquivos/ids/358446-750-750?width=750&height=750&aspect=true
Polenta Di Vella 500 g,Divella,https://www.jumbo.cl/polenta-di-vella-500-g/p,(Normal),,$1.649,,Código: 1563703,"El sabor de Italia. harina de maíz pre-cocida. Lista en dos minutos. Especial para comer con salsas o como acompañamiento de carnes. puede servirse asada, frita u horneada.",https://jumbo.vtexassets.com/arquivos/ids/331751-750-750?width=750&height=750&aspect=true
Porotos tórtola 1 kg,Iansa Agro,https://www.jumbo.cl/poroto-tortola-1-kg/p,(Ref.),$3.102,,,Código: 1883621,Porotos Tórtola son seleccionados manualmente para darte la mejor calidad y viene en su amigable envase 100% reciclable. Formato 1 kg.,https://jumbo.vtexassets.com/arquivos/ids/470680-750-750?width=750&height=750&aspect=true
Porotos Tórtola Martini Bolsa 500 g,Martini,https://www.jumbo.cl/porotos-tortola-martini-bolsa-500-g-2/p,(Normal),,$2.199,,Código: 267013,"Porotos tortolas en bolsa. Alto en carbohidratos, buena fuente de fibra, 42% de hierro. Los carbohidratos complejos se absorben lentamente ayudando a controlar los niveles de azúcar en la sangre, recomedado para diabéticos.",https://jumbo.vtexassets.com/arquivos/ids/291773-750-750?width=750&height=750&aspect=true
Arroz grado 1 grano largo 1 kg,Yang's Brand,https://www.jumbo.cl/arroz-yang-s-brand-1-kg-grado-1-grano-largo/p,(Normal),,$2.399,,Código: 264650,"Arroz de grano largo. Es considerado como una buena fuente de niacina, tiamina, hierro, selenio, vitamina B1y D.",https://jumbo.vtexassets.com/arquivos/ids/236956-750-750?width=750&height=750&aspect=true
Quinoa Orgánica bolsa 350 g,La Fuente Natural,https://www.jumbo.cl/quinoa-la-fuente-natural-bolsa-350-g/p,(Normal),,$4.149,,Código: 272000,"Esta quínoa orgánica contiene completamente el número de aminoácidos esenciales que necesita el ser humano, debido a que tiene proteínas de la mejor calidad y además posee un balance ideal de los aminoácidos esenciales y ácidos grasos básicos.",https://jumbo.vtexassets.com/arquivos/ids/456179-750-750?width=750&height=750&aspect=true
Trigo Mote Martini 500 g,Martini,https://www.jumbo.cl/trigo-mote-martini-500-g/p,(Normal),,$1.299,,Código: 675393,"Trigo mote 100% natural, con fibra y fósforo siendo una rica fuente de nutrientes y minerales para el cuerpo.",https://jumbo.vtexassets.com/arquivos/ids/291831-750-750?width=750&height=750&aspect=true
Porotos hallados 1 kg,Campo Lindo,https://www.jumbo.cl/porotos-hallados-campo-lindo-1-kg/p,(Normal),,$2.079,,Código: 267002,"Deliciosos Porotos hallados 1 kg, especiales para tus preparaciones favoritas. De increíble sabor, ideal para compartir una rica comida.",https://jumbo.vtexassets.com/arquivos/ids/179904-750-750?width=750&height=750&aspect=true
Maravilla pelada Oso 250 g,Oso,https://www.jumbo.cl/maravilla-pelada-oso-250-g/p,(Normal),,$2.519,,Código: 1650300,"Maravilla pelada Oso 250 g
Las Maravilla sson una excelente fuente de vitamina E, la función más importante de esta vitamina es la protección contra la acción de los radicales libres, esto se ha asociado principalmente con la prevención de enfermedades cardiovasculares.
La vitamina E presente en las semillas de maravilla tiene un alto poder antioxidante, actúa como agente fotoprotector, protegiendo a nuestra piel de los efectos nocivos de la radiación ultravioleta y de la aparición de arrugas.
También contienen tiamina o vitamina B1, esta vitamina es necesaria para obtener energía a partir de los carbohidratos. Al mantener niveles constantes de energía en el cuerpo, nuestro cerebro se mantiene funcionando correctamente y podamos mantener la concentración durante la jornada.",https://jumbo.vtexassets.com/arquivos/ids/274545-750-750?width=750&height=750&aspect=true
Garbanzos con piel bolsa 1 kg,Campo Lindo,https://www.jumbo.cl/garbanzos-campo-lindo-bolsa-1-kg-con-piel-2/p,(Normal),,$2.719,,Código: 265938,"El garbanzo es una excelente fuente de proteínas, minerales y vitaminas que ayudan a mantener las defensas de tu organismo. Prueba el sabor natural de Campo Lindo, por una dieta basada en legumbres.",https://jumbo.vtexassets.com/arquivos/ids/161583-750-750?width=750&height=750&aspect=true
Lentejas 5 mm bolsa 1 kg,Campo Lindo,https://www.jumbo.cl/lentejas-campo-lindo-bolsa-1-kg-5mm-2/p,(Normal),,$2.099,,Código: 266315,"Por una alimentación saludable y basada en legumbres, prefiere las lentejas Campo Lindo. Una excelente fuente de proteínas, minerales y vitaminas.",https://jumbo.vtexassets.com/arquivos/ids/161587-750-750?width=750&height=750&aspect=true
Arroz risotto Inverni al azafrán 175 g,Inverni,https://www.jumbo.cl/arroz-especial-riso-inverni-175-g-en-caja-risotto-pronto-al-azafran/p,(Normal),,$2.499,,Código: 1141379,Producto: Arroz RissotoContenido: 175 gSabor: Azafrán,https://jumbo.vtexassets.com/arquivos/ids/180417-750-750?width=750&height=750&aspect=true
Linaza La Fuente Natural Bolsa 500 g,La Fuente Natural,https://www.jumbo.cl/linaza-la-fuente-natural-bolsa-500-g/p,(Normal),,$3.149,,Código: 271204,"La linaza es la semilla de la planta del lino. Se puede conseguir en varias presentaciones, como aceite, en tabletas, molida y la semilla entera. Son muy ricas en fibra y poseen un alto contenido de Omega 3 y 6. Tienen un efecto regulador en el sistema digestivo. Ayuda a la prevención de enfermedades cardiovasculares, regula el colesterol, contribuye al buen funcionamiento del cerebro y a la salud ocular, entre otros.",https://jumbo.vtexassets.com/arquivos/ids/456175-750-750?width=750&height=750&aspect=true
Porotos hallados 1 kg,Banquete,https://www.jumbo.cl/porotos-hallado-banquete-bolsa-1-kg-2/p,(Normal),,$2.629,,Código: 1538727,"Deliciosos Porotos hallados 1 kg, perfectos para tus preparaciones favoritas. Banquete te simplifica la vida y le da sabor a tus comidas.",https://jumbo.vtexassets.com/arquivos/ids/458988-750-750?width=750&height=750&aspect=true
Semilla sésamo negro 125 g,Specia,https://www.jumbo.cl/semilla-sesamo-negro-125-g/p,(Normal),,$2.399,,Código: 1839385,"Las semillas de sésamo negro son ricas en ácidos grasos, compuestos fenólicos, antioxidantes, vitaminas y fibra dietética.",https://jumbo.vtexassets.com/arquivos/ids/447361-750-750?width=750&height=750&aspect=true
Risotto Inverni al espárrago 175 g,Inverni,https://www.jumbo.cl/arroz-especial-inverni-175-g-risotto-al-esparrago/p,(Normal),,$2.499,,Código: 1141380,Producto: Arroz RissotoContenido: 175 gSabor:Espárrago,https://jumbo.vtexassets.com/arquivos/ids/224484-750-750?width=750&height=750&aspect=true
Lentejas 5 mm 1 kg,Iansa Agro,https://www.jumbo.cl/lenteja-5mm-iansagro-1kg/p,(Ref.),$1.912,,,Código: 1883619,Lentejas 5 mm son seleccionadas manualmente para darte la mejor calidad y en su amigable envase 100% reciclable. Te las recomendamos para preparar un delicioso paté vegano de lentejas con champiñones y nueces. Formato 1 kg.,https://jumbo.vtexassets.com/arquivos/ids/470676-750-750?width=750&height=750&aspect=true
Arvejas partidas envase 500 g,Campo Lindo,https://www.jumbo.cl/arvejas-campo-lindo-envase-500-g-partidas-2/p,(Normal),,$719,,Código: 1408110,"Las arvejas son un alimento altamente recomendado para diabéticos y personas que buscan bajar el colesterol. Además, aportan Vitamina A, potasio, calcio, fósforo, hierro y azúcares. Prueba el sabor natural de Campo Lindo, por una dieta basadsa en legumbres.",https://jumbo.vtexassets.com/arquivos/ids/161582-750-750?width=750&height=750&aspect=true
Porotos Negros Martini Bolsa 500 g,Martini,https://www.jumbo.cl/porotos-negros-martini-bolsa-500-g-2/p,(Normal),,$1.629,,Código: 761535,"Remojo Corto: 1 taza de porotos por 5 tazas de agua, hervir por tres minutos, dejar reposar por 1 hora y luego cocinar.

Remojo Largo: 1 taza de porotos por 5 tazas de agua fría, dejar remojar toda la noche o por 12 horas, cambiar el agua para cocinarlos.

¿Sabías qué? Los carbohidratos complejos se absorben lentamente ayudando a controlar los niveles de azúcar en la sangre, recomedado para diabéticos.",https://jumbo.vtexassets.com/arquivos/ids/291772-750-750?width=750&height=750&aspect=true
"Garbanzos Martini Bolsa 500 g, Con piel",Martini,https://www.jumbo.cl/garbanzos-martini-bolsa-500-g-con-piel-2/p,(Normal),,$1.999,,Código: 265941,"Para preparar garbanzos, se dejan en remojo durante la noche anterior, eliminan el agua y los cocinan en agua hirviendo hasta que estén blandos. Durante la cocción deben agregar dos hojas de laurel, pimentón picado en pequeños cuadros, ajo molido, sal y pimienta a gusto.",https://jumbo.vtexassets.com/arquivos/ids/291767-750-750?width=750&height=750&aspect=true
Arroz pregraneado grado 1 de 1 kg,Iansa Agro,https://www.jumbo.cl/arroz-iansa-agro-pregraneado-1kg-1895405/p,(Ref.),$1.274,,,Código: 1895405,"Arroz Pregraneado Grado 1 de grano largo delgado, es el complemento perfecto para disfrutar tus mejores comidas con tus seres queridos. Es un producto de calidad, que viene en su amigable envase 100% reciclable. Formato 1 kg.",https://jumbo.vtexassets.com/arquivos/ids/470695-750-750?width=750&height=750&aspect=true
Arvejas amarillas bolsa 500 g,Martini,https://www.jumbo.cl/arvejas-amarillas-martini-bolsa-500-g-2/p,(Normal),,$1.129,,Código: 506484,"Arvejas Amarillas Grado 1 en bolsa. Con 17% de potasio, 25% de hierro y antioxidantes, siendo una rica fuente de nutrientes y minerales para el cuerpo.",https://jumbo.vtexassets.com/arquivos/ids/291765-750-750?width=750&height=750&aspect=true
"Salvado de Avena Fuente Natural 500 g, Precocida",La Fuente Natural,https://www.jumbo.cl/salvado-de-avena-fuente-natural-500-g-precocida-2/p,(Normal),,$1.919,,Código: 1238536,"Salvado de Avena Fuente Natural 500 g, Precocida
¿POR QUÉ CONSUMIR EL SALVADO DE AVENA?
Porque la Avena es un cereal naturalmente con mucha fibra, además de poseer proteínas y fierro en su composición.
¿CUÁL ES LA CANTIDAD IDEAL?
Es recomendable consumir de 1 a 2 cucharadas de sopa al día.
SE COME BIEN CON...
Ensalada de frutas, jugos y leche.",https://jumbo.vtexassets.com/arquivos/ids/456165-750-750?width=750&height=750&aspect=true
Maíz Curagua Fuente Natural 125 g,La Fuente Natural,https://www.jumbo.cl/maiz-curagua-fuente-natural-125-g/p,(Normal),,$1.039,,Código: 931539,"El Maíz Curagua es un tipo de maíz seco que revienta fácilmente con el calor, es usado en la preparación de cabritas y además se caracteriza por se alto en fibra, vitaminas y magnesio.",https://jumbo.vtexassets.com/arquivos/ids/456184-750-750?width=750&height=750&aspect=true
Sésamo tostado La Fuente Natural 125 g,La Fuente Natural,https://www.jumbo.cl/sesamo-tostado-la-fuente-natural-125-g/p,(Normal),,$2.099,,Código: 272599,"El sésamo es una semilla rica en aceite, que se emplea en gastronomía. Contienen una gran proporción en calcio, lo que las hace recomendadas para las personas intolerantes a la lactosa. Es gran fuente de fibra.",https://jumbo.vtexassets.com/arquivos/ids/456183-750-750?width=750&height=750&aspect=true
Trigo mote Frutisa 1 Kilo,Dole,https://www.jumbo.cl/trigo-mote-frutisa-1-kilo/p,(Normal),,$2.049,,Código: 1375063,"Germen de trigo pelado utilizado para la clásica bebida Mote con Huesillos. Es rico para preparar un guiso de mote o un pebre de mote con cebolla, tomate, cebolla y cebollín.",https://jumbo.vtexassets.com/arquivos/ids/325360-750-750?width=750&height=750&aspect=true
Porotos negros 1 kg,Iansa Agro,https://www.jumbo.cl/poroto-negro-iansagro-1kg-1883623/p,(Ref.),$1.997,,,Código: 1883623,Porotos Negros son seleccionados manualmente para darte la mejor calidad y viene en su amigable envase 100% reciclable. Te los recomendamos para preparar unos deliciosos canelones rellenos vegetarianos. Formato 1 kg.,https://jumbo.vtexassets.com/arquivos/ids/470684-750-750?width=750&height=750&aspect=true
"Arroz especial Inverni 1 kg, Arborio",Inverni,https://www.jumbo.cl/arroz-especial-inverni-1-kg-arborio/p,(Normal),,$4.699,,Código: 620508,"Riso Inverni es una marca con calidad y tradición que solo una empresa con 155 años de experiencia puede aportar. Los productos ofrecen un risotto cremoso, versátil y al dente, para que cualquiera pueda descubrir al chef que lleva dentro.",https://jumbo.vtexassets.com/arquivos/ids/180410-750-750?width=750&height=750&aspect=true
Garbanzo sin piel bolsa 500 g,Alto Campo,https://www.jumbo.cl/garbanzo-sin-piel-bolsa-500-g/p,(Normal),,$1.399,,Código: 1842780,"Garbanzo libre de organismos genéticamente modificados. Su alto contenido en fibra ayuda a combatir el estreñimiento, disminuir enfermedades intestinales y saciar el apetito. Ayuda a disminuir el colesterol malo y te protege contra enfermedades cardiovasculares.",https://jumbo.vtexassets.com/arquivos/ids/356787-750-750?width=750&height=750&aspect=true
Guiso de Lentejas bolsa 500 g,Martini,https://www.jumbo.cl/guiso-de-lentejas-martini-bolsa-500-g-2/p,(Normal),,$1.799,,Código: 266014,"Guiso de Lentejas Grado 1. Con Vitaminas B, Ácido Fólico y hierro, siendo una rica fuente de nutrientes y minerales para el cuerpo.",https://jumbo.vtexassets.com/arquivos/ids/173236-750-750?width=750&height=750&aspect=true
Suprema de Arvejas 500 g,Martini,https://www.jumbo.cl/suprema-de-arvejas-martini-bolsa-500-g-6-porciones-2/p,(Normal),,$1.449,,Código: 511443,"Suprema de arvejas verdes, amarillas y lentejas peladas. Con calcio, potasio, hierro y vitaminas, siendo una rica fuente de nutrientes y minerales para el cuerpo.",https://jumbo.vtexassets.com/arquivos/ids/173782-750-750?width=750&height=750&aspect=true
Quínoa grano rojo 300 g,Andean Valley,https://www.jumbo.cl/quinoa-grano-rojo-andean-valley-300-g/p,(Normal),,$3.699,,Código: 1697605,"El suelo donde se cultiva la Quínoa Real es único. Hace miles de años la zona del altiplano sur de Bolivia era geológicamente una cuenca lacustre (lago). Hoy en día, ese suelo contiene mayor salinidad que otros suelos mejorando las condiciones agrológicas (equilibrio ácido-base) que influyen en las características del grano (tamaño grande, color ?dorado?).",https://jumbo.vtexassets.com/arquivos/ids/336802-750-750?width=750&height=750&aspect=true
Lentejas de 6 mm 1 kg,Alto Campo,https://www.jumbo.cl/lentejas-de-6-mm-1-kg/p,(Normal),,$2.199,,Código: 1842776,"Lentejas Alto Campo de 1 kg, ideales para dietas veganas y libre de organismos geneticamente modificados",https://jumbo.vtexassets.com/arquivos/ids/356783-750-750?width=750&height=750&aspect=true
Quínoa grano negro 300 g,Andean Valley,https://www.jumbo.cl/quinoa-grano-negro-andean-valley-300-g/p,(Normal),,$3.699,,Código: 1697606,"El suelo donde se cultiva la Quínoa Real es único. Hace miles de años la zona del altiplano sur de Bolivia era geológicamente una cuenca lacustre (lago). Hoy en día, ese suelo contiene mayor salinidad que otros suelos mejorando las condiciones agrológicas (equilibrio ácido-base) que influyen en las características del grano (tamaño grande, color ?dorado?).",https://jumbo.vtexassets.com/arquivos/ids/336803-750-750?width=750&height=750&aspect=true
"Quinoa Cusina & Amore 225 g, Alcachofa/Pimienta",Kitchen & Love,https://www.jumbo.cl/quinoa-cusina-amore-225-g-alcachofapimienta-2/p,(Normal),,$2.299,,Código: 1615536,"Las comidas rápidas de quinua Kitchen & Love están completamente cocidas y listas para comer. Todo lo que necesitas hacer es revolver y disfrutar. Son opciones saludables y convenientes para cualquier persona que tenga poco tiempo en casa o en el trabajo. Sin gluten, OMG ni conservantes artificiales, estas comidas rápidas de quinua están llenas de nutrientes para mantenerte con energía durante tu día",https://jumbo.vtexassets.com/arquivos/ids/382201-750-750?width=750&height=750&aspect=true
Cous Cous 400 g,Bio zentrale,https://www.jumbo.cl/cous-cous-biozentrale-400-g-2/p,(Normal),,$2.799,,Código: 1623710,"Nuestro cuscús de trigo duro biozentrale es una excelente alternativa al arroz y proporciona la base perfecta para platos orientales. Ya sea con carne, pescado o como una variación vegetariana, ¡el cuscús siempre es una buena opción! Su sabor ligeramente a nuez y alto contenido de proteínas lo hacen tan especial.",https://jumbo.vtexassets.com/arquivos/ids/358393-750-750?width=750&height=750&aspect=true
"Cous cous Trattoria 250 g, original",Trattoria,https://www.jumbo.cl/cous-cous-trattoria-250-g-original/p,(Normal),,$1.599,,Código: 1657401,El Cous Cous Trattoria está elaborado con sémola de trigo y puede prepararse de forma rápina y secilla. Solo debes agregar agua hirviendo y dejar por 5 minutos y listo.,https://jumbo.vtexassets.com/arquivos/ids/452904-750-750?width=750&height=750&aspect=true
Lentejas negras 400 g,Suk,https://www.jumbo.cl/lentejas-negras-400-g/p,(Normal),,$2.299,,Código: 1849195,Especial para que puedas realizar esas ricas preparaciones que tanto te gustan. Ideal para disfrutar y compartir con amigos o familiares.,https://jumbo.vtexassets.com/arquivos/ids/357287-750-750?width=750&height=750&aspect=true
Semilla de zapallo 150 g,La Poruña,https://www.jumbo.cl/semilla-de-zapallo-la-poruna-150-gr-1893918/p,(Normal),,$1.899,,Código: 1893918,"Las semillas de zapallo son un alimento rico en Omega 3, antioxidantes y proteínas. Para obtener todos sus benfecios nutricionales, te recomendamos consumirlas crudas.",https://jumbo.vtexassets.com/arquivos/ids/463087-750-750?width=750&height=750&aspect=true
Porotos hallados 1 kg,Bonanza,https://www.jumbo.cl/porotos-hallados-bonanza-1-kg/p,(Normal),,$1.999,,Código: 1219726,"Deliciosos Porotos hallados 1 kg, especiales para tus preparaciones favoritas. De increíble sabor, ideal para compartir una rica comida.",https://jumbo.vtexassets.com/arquivos/ids/180295-750-750?width=750&height=750&aspect=true
Porotos granados 340 g,Centauro,https://www.jumbo.cl/porotos-granados-340-g/p,(Normal),,$2.079,,Código: 1836767,"Porotos Granados - Los nuevos porotos granados Centauro, han sido preparados segun clasicas recetas chilenas. Sus ingredientes frescos y naturales se cambian deliciosamente y le haran disfrutar de la mas rica y sabrosa comida como la que se prepara en casa.",https://jumbo.vtexassets.com/arquivos/ids/362389-750-750?width=750&height=750&aspect=true
Chuchoca Martini 500 g,Martini,https://www.jumbo.cl/chuchoca-martini-500-g/p,(Normal),,$1.429,,Código: 265469,"Chuchoca de maiz 100% natural con 5.5 % de fósforo y 3.6% de hierro. Siendo una buena fuente de nutrientes, proteínas y energía.",https://jumbo.vtexassets.com/arquivos/ids/291814-750-750?width=750&height=750&aspect=true
Lentejas con arroz 340 g,Centauro,https://www.jumbo.cl/lentejas-con-arroz-340-g/p,(Normal),,$2.079,,Código: 1836768,Deliciosas lentejas con arroz enlatadas. Perfectas para personas con tiempo limitado y amantes de las legumbres. Cómelas dónde y cuándo quieras.,https://jumbo.vtexassets.com/arquivos/ids/447356-750-750?width=750&height=750&aspect=true
Potage Garbanzos Martini 500 g,Martini,https://www.jumbo.cl/potage-garbanzos-martini-500-g/p,(Normal),,$2.269,,Código: 267034,"Garbanzos pelados seleccionados a mano. Con  Vitaminas B9, hierro y proteínas, siendo una rica fuente de nutrientes y minerales para el cuerpo.",https://jumbo.vtexassets.com/arquivos/ids/291825-750-750?width=750&height=750&aspect=true
Porotos alubia 1 kg,Alto Campo,https://www.jumbo.cl/porotos-alubia-1-kg/p,(Normal),,$2.399,,Código: 1842778,Los Porotos alubia tienen un alto contenido en hierro (superior al de las lentejas). Aportan además gran cantidad de vitaminas del grupo B. Aportan hidratos de carbono de asimilación lenta (54 gramos por 100 gramos). Las alubias poseen tanto fibra soluble como insoluble.,https://jumbo.vtexassets.com/arquivos/ids/356785-750-750?width=750&height=750&aspect=true
Porotos hallados 1 kg,Iansa Agro,https://www.jumbo.cl/poroto-hallado-iansagro-1kg/p,(Ref.),$2.422,,,Código: 1883624,Porotos Hallados son seleccionados manualmente para darte la mejor calidad y viene en su amigable envase 100% reciclable. Formato 1 kg.,https://jumbo.vtexassets.com/arquivos/ids/470687-750-750?width=750&height=750&aspect=true
Porotos negros 1 kg,Bonanza,https://www.jumbo.cl/porotos-negros-bonanza-1-kg/p,(Normal),,$1.799,,Código: 1586336,"Por una alimentación basada en legumbres, prefiere los porotos negros que Bonanza trae a nuestra tienda. Un alimento rico en fibra y alta proteína.",https://jumbo.vtexassets.com/arquivos/ids/180299-750-750?width=750&height=750&aspect=true
"Arroz especial Riso Inverni 1 kg, Carnaroli",Inverni,https://www.jumbo.cl/arroz-especial-riso-inverni-1-kg-carnaroli/p,(Normal),,$4.699,,Código: 620509,Producto: Arroz RissotoContenido: 1 KgSabor: Carnaroli,https://jumbo.vtexassets.com/arquivos/ids/180412-750-750?width=750&height=750&aspect=true
Garbanzos extra Lozano 500 g,Lozano,https://www.jumbo.cl/garbanzos-extra-lozano-500-g/p,(Normal),,$2.249,,Código: 532164,"Nuestro garbanzo cocido se caracteriza por su gran tamaño, aspecto dorado y exacto punto de cocción.

El garbanzo es un excelente producto en cuanto a nutrientes se refiere, rico en proteínas, almidón y ácidos grasos esenciales especialmente omega 6. Así mismo contiene lecitina un tipo de grasa muy importante para controlar el colesterol y los triglicéridos. Ideales para preparar deliciosos guisos y pucheros o frescas ensaladas y hummus.",https://jumbo.vtexassets.com/arquivos/ids/236979-750-750?width=750&height=750&aspect=true
Lentejas de 6 mm 500 g,Alto Campo,https://www.jumbo.cl/lentejas-de-6-mm-500-g/p,(Normal),,$1.399,,Código: 1842781,"Lentejas Alto Campo de 500 g, ideales para dietas veganas y libre de organismos geneticamente modificados",https://jumbo.vtexassets.com/arquivos/ids/361234-750-750?width=750&height=750&aspect=true
Porotos negros 1 kg,Alto Campo,https://www.jumbo.cl/porotos-negros-1-kg/p,(Normal),,$2.099,,Código: 1842779,"Porotos Negros provenientes de Naltagua que poseen alto contenido de proteinas, fibras y antioxidantes",https://jumbo.vtexassets.com/arquivos/ids/356786-750-750?width=750&height=750&aspect=true
Arvejas partidas 500 g,Alto Campo,https://www.jumbo.cl/arvejas-partidas-500-g/p,(Normal),,$1.099,,Código: 1842783,"Las arvejas se consumen desde la antigüedad son una fuente importantes de nutrientes tanto frescas como secas, aportan significativamente para la salud de quienes la consume. Emporio del Alto Campo vuelve al granel, envases 100% de papel.",https://jumbo.vtexassets.com/arquivos/ids/356789-750-750?width=750&height=750&aspect=true
Porotos alubia 500 g,Alto Campo,https://www.jumbo.cl/porotos-alubia-500-g/p,(Normal),,$1.499,,Código: 1842784,Los Porotos alubia tienen un alto contenido en hierro (superior al de las lentejas). Aportan además gran cantidad de vitaminas del grupo B. Aportan hidratos de carbono de asimilación lenta (54 gramos por 100 gramos). Las alubias poseen tanto fibra soluble como insoluble.,https://jumbo.vtexassets.com/arquivos/ids/356790-750-750?width=750&height=750&aspect=true
"Lentejas Bonanza Bolsa 1 kg, 6 mm",Bonanza,https://www.jumbo.cl/lentejas-bonanza-bolsa-1-kg-6-mm-2/p,(Normal),,$2.149,,Código: 1219722,"Por una alimentación sana y basada en legumbres, elige lentejas Bonanza. Alta en proteínas y en fibras dietéticas.",https://jumbo.vtexassets.com/arquivos/ids/173194-750-750?width=750&height=750&aspect=true
